date,hour,day_of_week,weather,promotion,event,covers
2025-03-03,3,Monday,Sunny,0,0,2
2025-03-03,4,Monday,Sunny,0,0,0
2025-03-03,5,Monday,Sunny,0,0,4
2025-03-03,6,Monday,Sunny,0,0,4
2025-03-03,7,Monday,Sunny,0,0,0
2025-03-03,8,Monday,Sunny,0,0,8
2025-03-03,9,Monday,Sunny,0,0,2
2025-03-03,10,Monday,Sunny,0,0,8
2025-03-03,11,Monday,Sunny,0,0,6
2025-03-03,12,Monday,Sunny,0,0,46
2025-03-03,13,Monday,Sunny,0,0,47
2025-03-03,14,Monday,Sunny,0,0,48
2025-03-03,15,Monday,Sunny,0,0,6
2025-03-03,16,Monday,Sunny,0,0,6
2025-03-03,17,Monday,Sunny,0,0,10
2025-03-03,18,Monday,Sunny,0,0,61
2025-03-03,19,Monday,Sunny,0,0,64
2025-03-03,20,Monday,Sunny,0,0,62
2025-03-03,21,Monday,Sunny,0,0,71
2025-03-03,22,Monday,Sunny,0,0,8
2025-03-03,23,Monday,Sunny,0,0,10
2025-03-04,0,Tuesday,Sunny,0,0,8
2025-03-04,1,Tuesday,Sunny,0,0,8
2025-03-04,2,Tuesday,Sunny,0,0,10
2025-03-04,3,Tuesday,Sunny,0,0,2
2025-03-04,4,Tuesday,Sunny,0,0,6
2025-03-04,5,Tuesday,Sunny,0,0,4
2025-03-04,6,Tuesday,Sunny,0,0,6
2025-03-04,7,Tuesday,Sunny,0,0,0
2025-03-04,8,Tuesday,Sunny,0,0,8
2025-03-04,9,Tuesday,Sunny,0,0,2
2025-03-04,10,Tuesday,Sunny,0,0,2
2025-03-04,11,Tuesday,Sunny,0,0,2
2025-03-04,12,Tuesday,Sunny,0,0,45
2025-03-04,13,Tuesday,Sunny,0,0,48
2025-03-04,14,Tuesday,Sunny,0,0,41
2025-03-04,15,Tuesday,Sunny,0,0,4
2025-03-04,16,Tuesday,Sunny,0,0,6
2025-03-04,17,Tuesday,Sunny,0,0,6
2025-03-04,18,Tuesday,Sunny,0,0,69
2025-03-04,19,Tuesday,Sunny,0,0,68
2025-03-04,20,Tuesday,Sunny,0,0,63
2025-03-04,21,Tuesday,Sunny,0,0,66
2025-03-04,22,Tuesday,Sunny,0,0,4
2025-03-04,23,Tuesday,Sunny,0,0,8
2025-03-05,0,Wednesday,Sunny,1,0,8
2025-03-05,1,Wednesday,Sunny,1,0,2
2025-03-05,2,Wednesday,Sunny,1,0,9
2025-03-05,3,Wednesday,Sunny,1,0,10
2025-03-05,4,Wednesday,Sunny,1,0,10
2025-03-05,5,Wednesday,Sunny,1,0,6
2025-03-05,6,Wednesday,Sunny,1,0,10
2025-03-05,7,Wednesday,Sunny,1,0,6
2025-03-05,8,Wednesday,Sunny,1,0,10
2025-03-05,9,Wednesday,Sunny,1,0,4
2025-03-05,10,Wednesday,Sunny,1,0,12
2025-03-05,11,Wednesday,Sunny,1,0,9
2025-03-05,12,Wednesday,Sunny,1,0,49
2025-03-05,13,Wednesday,Sunny,1,0,51
2025-03-05,14,Wednesday,Sunny,1,0,54
2025-03-05,15,Wednesday,Sunny,1,0,8
2025-03-05,16,Wednesday,Sunny,1,0,6
2025-03-05,17,Wednesday,Sunny,1,0,3
2025-03-05,18,Wednesday,Sunny,1,0,76
2025-03-05,19,Wednesday,Sunny,1,0,79
2025-03-05,20,Wednesday,Sunny,1,0,80
2025-03-05,21,Wednesday,Sunny,1,0,76
2025-03-05,22,Wednesday,Sunny,1,0,9
2025-03-05,23,Wednesday,Sunny,1,0,8
2025-03-06,0,Thursday,Cloudy,0,0,4
2025-03-06,1,Thursday,Cloudy,0,0,0
2025-03-06,2,Thursday,Cloudy,0,0,7
2025-03-06,3,Thursday,Cloudy,0,0,6
2025-03-06,4,Thursday,Cloudy,0,0,4
2025-03-06,5,Thursday,Cloudy,0,0,5
2025-03-06,6,Thursday,Cloudy,0,0,2
2025-03-06,7,Thursday,Cloudy,0,0,9
2025-03-06,8,Thursday,Cloudy,0,0,10
2025-03-06,9,Thursday,Cloudy,0,0,5
2025-03-06,10,Thursday,Cloudy,0,0,7
2025-03-06,11,Thursday,Cloudy,0,0,1
2025-03-06,12,Thursday,Cloudy,0,0,40
2025-03-06,13,Thursday,Cloudy,0,0,42
2025-03-06,14,Thursday,Cloudy,0,0,36
2025-03-06,15,Thursday,Cloudy,0,0,10
2025-03-06,16,Thursday,Cloudy,0,0,6
2025-03-06,17,Thursday,Cloudy,0,0,8
2025-03-06,18,Thursday,Cloudy,0,0,63
2025-03-06,19,Thursday,Cloudy,0,0,59
2025-03-06,20,Thursday,Cloudy,0,0,57
2025-03-06,21,Thursday,Cloudy,0,0,56
2025-03-06,22,Thursday,Cloudy,0,0,8
2025-03-06,23,Thursday,Cloudy,0,0,2
2025-03-07,0,Friday,Sunny,1,0,6
2025-03-07,1,Friday,Sunny,1,0,10
2025-03-07,2,Friday,Sunny,1,0,3
2025-03-07,3,Friday,Sunny,1,0,4
2025-03-07,4,Friday,Sunny,1,0,11
2025-03-07,5,Friday,Sunny,1,0,2
2025-03-07,6,Friday,Sunny,1,0,7
2025-03-07,7,Friday,Sunny,1,0,8
2025-03-07,8,Friday,Sunny,1,0,8
2025-03-07,9,Friday,Sunny,1,0,11
2025-03-07,10,Friday,Sunny,1,0,3
2025-03-07,11,Friday,Sunny,1,0,4
2025-03-07,12,Friday,Sunny,1,0,57
2025-03-07,13,Friday,Sunny,1,0,52
2025-03-07,14,Friday,Sunny,1,0,57
2025-03-07,15,Friday,Sunny,1,0,11
2025-03-07,16,Friday,Sunny,1,0,7
2025-03-07,17,Friday,Sunny,1,0,7
2025-03-07,18,Friday,Sunny,1,0,78
2025-03-07,19,Friday,Sunny,1,0,83
2025-03-07,20,Friday,Sunny,1,0,74
2025-03-07,21,Friday,Sunny,1,0,77
2025-03-07,22,Friday,Sunny,1,0,5
2025-03-07,23,Friday,Sunny,1,0,11
2025-03-08,0,Saturday,Sunny,1,0,38
2025-03-08,1,Saturday,Sunny,1,0,35
2025-03-08,2,Saturday,Sunny,1,0,30
2025-03-08,3,Saturday,Sunny,1,0,34
2025-03-08,4,Saturday,Sunny,1,0,28
2025-03-08,5,Saturday,Sunny,1,0,34
2025-03-08,6,Saturday,Sunny,1,0,31
2025-03-08,7,Saturday,Sunny,1,0,37
2025-03-08,8,Saturday,Sunny,1,0,35
2025-03-08,9,Saturday,Sunny,1,0,32
2025-03-08,10,Saturday,Sunny,1,0,31
2025-03-08,11,Saturday,Sunny,1,0,36
2025-03-08,12,Saturday,Sunny,1,0,81
2025-03-08,13,Saturday,Sunny,1,0,83
2025-03-08,14,Saturday,Sunny,1,0,81
2025-03-08,15,Saturday,Sunny,1,0,34
2025-03-08,16,Saturday,Sunny,1,0,28
2025-03-08,17,Saturday,Sunny,1,0,38
2025-03-08,18,Saturday,Sunny,1,0,102
2025-03-08,19,Saturday,Sunny,1,0,109
2025-03-08,20,Saturday,Sunny,1,0,105
2025-03-08,21,Saturday,Sunny,1,0,105
2025-03-08,22,Saturday,Sunny,1,0,34
2025-03-08,23,Saturday,Sunny,1,0,31
2025-03-09,0,Sunday,Rain,0,1,31
2025-03-09,1,Sunday,Rain,0,1,21
2025-03-09,2,Sunday,Rain,0,1,21
2025-03-09,3,Sunday,Rain,0,1,23
2025-03-09,4,Sunday,Rain,0,1,31
2025-03-09,5,Sunday,Rain,0,1,23
2025-03-09,6,Sunday,Rain,0,1,31
2025-03-09,7,Sunday,Rain,0,1,28
2025-03-09,8,Sunday,Rain,0,1,21
2025-03-09,9,Sunday,Rain,0,1,25
2025-03-09,10,Sunday,Rain,0,1,21
2025-03-09,11,Sunday,Rain,0,1,28
2025-03-09,12,Sunday,Rain,0,1,65
2025-03-09,13,Sunday,Rain,0,1,65
2025-03-09,14,Sunday,Rain,0,1,59
2025-03-09,15,Sunday,Rain,0,1,27
2025-03-09,16,Sunday,Rain,0,1,28
2025-03-09,17,Sunday,Rain,0,1,22
2025-03-09,18,Sunday,Rain,0,1,88
2025-03-09,19,Sunday,Rain,0,1,86
2025-03-09,20,Sunday,Rain,0,1,85
2025-03-09,21,Sunday,Rain,0,1,78
2025-03-09,22,Sunday,Rain,0,1,31
2025-03-09,23,Sunday,Rain,0,1,27
2025-03-10,0,Monday,Sunny,0,0,10
2025-03-10,1,Monday,Sunny,0,0,2
2025-03-10,2,Monday,Sunny,0,0,8
2025-03-10,3,Monday,Sunny,0,0,6
2025-03-10,4,Monday,Sunny,0,0,0
2025-03-10,5,Monday,Sunny,0,0,8
2025-03-10,6,Monday,Sunny,0,0,6
2025-03-10,7,Monday,Sunny,0,0,6
2025-03-10,8,Monday,Sunny,0,0,8
2025-03-10,9,Monday,Sunny,0,0,2
2025-03-10,10,Monday,Sunny,0,0,6
2025-03-10,11,Monday,Sunny,0,0,10
2025-03-10,12,Monday,Sunny,0,0,40
2025-03-10,13,Monday,Sunny,0,0,49
2025-03-10,14,Monday,Sunny,0,0,43
2025-03-10,15,Monday,Sunny,0,0,0
2025-03-10,16,Monday,Sunny,0,0,8
2025-03-10,17,Monday,Sunny,0,0,4
2025-03-10,18,Monday,Sunny,0,0,66
2025-03-10,19,Monday,Sunny,0,0,69
2025-03-10,20,Monday,Sunny,0,0,63
2025-03-10,21,Monday,Sunny,0,0,63
2025-03-10,22,Monday,Sunny,0,0,10
2025-03-10,23,Monday,Sunny,0,0,10
2025-03-11,0,Tuesday,Sunny,0,1,3
2025-03-11,1,Tuesday,Sunny,0,1,10
2025-03-11,2,Tuesday,Sunny,0,1,3
2025-03-11,3,Tuesday,Sunny,0,1,3
2025-03-11,4,Tuesday,Sunny,0,1,12
2025-03-11,5,Tuesday,Sunny,0,1,2
2025-03-11,6,Tuesday,Sunny,0,1,9
2025-03-11,7,Tuesday,Sunny,0,1,12
2025-03-11,8,Tuesday,Sunny,0,1,3
2025-03-11,9,Tuesday,Sunny,0,1,5
2025-03-11,10,Tuesday,Sunny,0,1,7
2025-03-11,11,Tuesday,Sunny,0,1,9
2025-03-11,12,Tuesday,Sunny,0,1,58
2025-03-11,13,Tuesday,Sunny,0,1,56
2025-03-11,14,Tuesday,Sunny,0,1,57
2025-03-11,15,Tuesday,Sunny,0,1,9
2025-03-11,16,Tuesday,Sunny,0,1,5
2025-03-11,17,Tuesday,Sunny,0,1,12
2025-03-11,18,Tuesday,Sunny,0,1,90
2025-03-11,19,Tuesday,Sunny,0,1,85
2025-03-11,20,Tuesday,Sunny,0,1,90
2025-03-11,21,Tuesday,Sunny,0,1,88
2025-03-11,22,Tuesday,Sunny,0,1,8
2025-03-11,23,Tuesday,Sunny,0,1,7
2025-03-12,0,Wednesday,Sunny,0,0,4
2025-03-12,1,Wednesday,Sunny,0,0,2
2025-03-12,2,Wednesday,Sunny,0,0,10
2025-03-12,3,Wednesday,Sunny,0,0,4
2025-03-12,4,Wednesday,Sunny,0,0,2
2025-03-12,5,Wednesday,Sunny,0,0,4
2025-03-12,6,Wednesday,Sunny,0,0,4
2025-03-12,7,Wednesday,Sunny,0,0,0
2025-03-12,8,Wednesday,Sunny,0,0,8
2025-03-12,9,Wednesday,Sunny,0,0,8
2025-03-12,10,Wednesday,Sunny,0,0,6
2025-03-12,11,Wednesday,Sunny,0,0,0
2025-03-12,12,Wednesday,Sunny,0,0,43
2025-03-12,13,Wednesday,Sunny,0,0,46
2025-03-12,14,Wednesday,Sunny,0,0,46
2025-03-12,15,Wednesday,Sunny,0,0,6
2025-03-12,16,Wednesday,Sunny,0,0,2
2025-03-12,17,Wednesday,Sunny,0,0,8
2025-03-12,18,Wednesday,Sunny,0,0,65
2025-03-12,19,Wednesday,Sunny,0,0,69
2025-03-12,20,Wednesday,Sunny,0,0,71
2025-03-12,21,Wednesday,Sunny,0,0,67
2025-03-12,22,Wednesday,Sunny,0,0,4
2025-03-12,23,Wednesday,Sunny,0,0,10
2025-03-13,0,Thursday,Cloudy,0,0,1
2025-03-13,1,Thursday,Cloudy,0,0,0
2025-03-13,2,Thursday,Cloudy,0,0,0
2025-03-13,3,Thursday,Cloudy,0,0,3
2025-03-13,4,Thursday,Cloudy,0,0,6
2025-03-13,5,Thursday,Cloudy,0,0,7
2025-03-13,6,Thursday,Cloudy,0,0,8
2025-03-13,7,Thursday,Cloudy,0,0,5
2025-03-13,8,Thursday,Cloudy,0,0,5
2025-03-13,9,Thursday,Cloudy,0,0,10
2025-03-13,10,Thursday,Cloudy,0,0,1
2025-03-13,11,Thursday,Cloudy,0,0,10
2025-03-13,12,Thursday,Cloudy,0,0,44
2025-03-13,13,Thursday,Cloudy,0,0,37
2025-03-13,14,Thursday,Cloudy,0,0,37
2025-03-13,15,Thursday,Cloudy,0,0,1
2025-03-13,16,Thursday,Cloudy,0,0,2
2025-03-13,17,Thursday,Cloudy,0,0,7
2025-03-13,18,Thursday,Cloudy,0,0,59
2025-03-13,19,Thursday,Cloudy,0,0,62
2025-03-13,20,Thursday,Cloudy,0,0,57
2025-03-13,21,Thursday,Cloudy,0,0,60
2025-03-13,22,Thursday,Cloudy,0,0,6
2025-03-13,23,Thursday,Cloudy,0,0,0
2025-03-14,0,Friday,Rain,0,0,0
2025-03-14,1,Friday,Rain,0,0,0
2025-03-14,2,Friday,Rain,0,0,7
2025-03-14,3,Friday,Rain,0,0,1
2025-03-14,4,Friday,Rain,0,0,4
2025-03-14,5,Friday,Rain,0,0,5
2025-03-14,6,Friday,Rain,0,0,4
2025-03-14,7,Friday,Rain,0,0,7
2025-03-14,8,Friday,Rain,0,0,1
2025-03-14,9,Friday,Rain,0,0,3
2025-03-14,10,Friday,Rain,0,0,0
2025-03-14,11,Friday,Rain,0,0,9
2025-03-14,12,Friday,Rain,0,0,29
2025-03-14,13,Friday,Rain,0,0,36
2025-03-14,14,Friday,Rain,0,0,37
2025-03-14,15,Friday,Rain,0,0,1
2025-03-14,16,Friday,Rain,0,0,3
2025-03-14,17,Friday,Rain,0,0,9
2025-03-14,18,Friday,Rain,0,0,45
2025-03-14,19,Friday,Rain,0,0,52
2025-03-14,20,Friday,Rain,0,0,51
2025-03-14,21,Friday,Rain,0,0,50
2025-03-14,22,Friday,Rain,0,0,5
2025-03-14,23,Friday,Rain,0,0,7
2025-03-15,0,Saturday,Sunny,1,1,47
2025-03-15,1,Saturday,Sunny,1,1,43
2025-03-15,2,Saturday,Sunny,1,1,44
2025-03-15,3,Saturday,Sunny,1,1,41
2025-03-15,4,Saturday,Sunny,1,1,40
2025-03-15,5,Saturday,Sunny,1,1,38
2025-03-15,6,Saturday,Sunny,1,1,43
2025-03-15,7,Saturday,Sunny,1,1,45
2025-03-15,8,Saturday,Sunny,1,1,41
2025-03-15,9,Saturday,Sunny,1,1,38
2025-03-15,10,Saturday,Sunny,1,1,43
2025-03-15,11,Saturday,Sunny,1,1,38
2025-03-15,12,Saturday,Sunny,1,1,105
2025-03-15,13,Saturday,Sunny,1,1,101
2025-03-15,14,Saturday,Sunny,1,1,100
2025-03-15,15,Saturday,Sunny,1,1,41
2025-03-15,16,Saturday,Sunny,1,1,40
2025-03-15,17,Saturday,Sunny,1,1,43
2025-03-15,18,Saturday,Sunny,1,1,139
2025-03-15,19,Saturday,Sunny,1,1,137
2025-03-15,20,Saturday,Sunny,1,1,139
2025-03-15,21,Saturday,Sunny,1,1,132
2025-03-15,22,Saturday,Sunny,1,1,41
2025-03-15,23,Saturday,Sunny,1,1,45
2025-03-16,0,Sunday,Sunny,0,0,23
2025-03-16,1,Sunday,Sunny,0,0,23
2025-03-16,2,Sunday,Sunny,0,0,26
2025-03-16,3,Sunday,Sunny,0,0,26
2025-03-16,4,Sunday,Sunny,0,0,26
2025-03-16,5,Sunday,Sunny,0,0,32
2025-03-16,6,Sunday,Sunny,0,0,31
2025-03-16,7,Sunday,Sunny,0,0,31
2025-03-16,8,Sunday,Sunny,0,0,31
2025-03-16,9,Sunday,Sunny,0,0,25
2025-03-16,10,Sunday,Sunny,0,0,23
2025-03-16,11,Sunday,Sunny,0,0,23
2025-03-16,12,Sunday,Sunny,0,0,63
2025-03-16,13,Sunday,Sunny,0,0,66
2025-03-16,14,Sunday,Sunny,0,0,69
2025-03-16,15,Sunday,Sunny,0,0,30
2025-03-16,16,Sunday,Sunny,0,0,29
2025-03-16,17,Sunday,Sunny,0,0,27
2025-03-16,18,Sunday,Sunny,0,0,83
2025-03-16,19,Sunday,Sunny,0,0,92
2025-03-16,20,Sunday,Sunny,0,0,88
2025-03-16,21,Sunday,Sunny,0,0,84
2025-03-16,22,Sunday,Sunny,0,0,32
2025-03-16,23,Sunday,Sunny,0,0,25
2025-03-17,0,Monday,Cloudy,1,0,7
2025-03-17,1,Monday,Cloudy,1,0,3
2025-03-17,2,Monday,Cloudy,1,0,6
2025-03-17,3,Monday,Cloudy,1,0,8
2025-03-17,4,Monday,Cloudy,1,0,10
2025-03-17,5,Monday,Cloudy,1,0,2
2025-03-17,6,Monday,Cloudy,1,0,5
2025-03-17,7,Monday,Cloudy,1,0,3
2025-03-17,8,Monday,Cloudy,1,0,9
2025-03-17,9,Monday,Cloudy,1,0,4
2025-03-17,10,Monday,Cloudy,1,0,2
2025-03-17,11,Monday,Cloudy,1,0,7
2025-03-17,12,Monday,Cloudy,1,0,48
2025-03-17,13,Monday,Cloudy,1,0,50
2025-03-17,14,Monday,Cloudy,1,0,51
2025-03-17,15,Monday,Cloudy,1,0,4
2025-03-17,16,Monday,Cloudy,1,0,7
2025-03-17,17,Monday,Cloudy,1,0,3
2025-03-17,18,Monday,Cloudy,1,0,68
2025-03-17,19,Monday,Cloudy,1,0,67
2025-03-17,20,Monday,Cloudy,1,0,70
2025-03-17,21,Monday,Cloudy,1,0,74
2025-03-17,22,Monday,Cloudy,1,0,9
2025-03-17,23,Monday,Cloudy,1,0,10
2025-03-18,0,Tuesday,Sunny,1,0,12
2025-03-18,1,Tuesday,Sunny,1,0,6
2025-03-18,2,Tuesday,Sunny,1,0,6
2025-03-18,3,Tuesday,Sunny,1,0,2
2025-03-18,4,Tuesday,Sunny,1,0,4
2025-03-18,5,Tuesday,Sunny,1,0,4
2025-03-18,6,Tuesday,Sunny,1,0,11
2025-03-18,7,Tuesday,Sunny,1,0,7
2025-03-18,8,Tuesday,Sunny,1,0,8
2025-03-18,9,Tuesday,Sunny,1,0,5
2025-03-18,10,Tuesday,Sunny,1,0,8
2025-03-18,11,Tuesday,Sunny,1,0,12
2025-03-18,12,Tuesday,Sunny,1,0,54
2025-03-18,13,Tuesday,Sunny,1,0,51
2025-03-18,14,Tuesday,Sunny,1,0,54
2025-03-18,15,Tuesday,Sunny,1,0,9
2025-03-18,16,Tuesday,Sunny,1,0,6
2025-03-18,17,Tuesday,Sunny,1,0,4
2025-03-18,18,Tuesday,Sunny,1,0,80
2025-03-18,19,Tuesday,Sunny,1,0,79
2025-03-18,20,Tuesday,Sunny,1,0,74
2025-03-18,21,Tuesday,Sunny,1,0,81
2025-03-18,22,Tuesday,Sunny,1,0,10
2025-03-18,23,Tuesday,Sunny,1,0,2
2025-03-19,0,Wednesday,Cloudy,0,1,4
2025-03-19,1,Wednesday,Cloudy,0,1,4
2025-03-19,2,Wednesday,Cloudy,0,1,2
2025-03-19,3,Wednesday,Cloudy,0,1,10
2025-03-19,4,Wednesday,Cloudy,0,1,4
2025-03-19,5,Wednesday,Cloudy,0,1,4
2025-03-19,6,Wednesday,Cloudy,0,1,2
2025-03-19,7,Wednesday,Cloudy,0,1,6
2025-03-19,8,Wednesday,Cloudy,0,1,12
2025-03-19,9,Wednesday,Cloudy,0,1,2
2025-03-19,10,Wednesday,Cloudy,0,1,4
2025-03-19,11,Wednesday,Cloudy,0,1,8
2025-03-19,12,Wednesday,Cloudy,0,1,52
2025-03-19,13,Wednesday,Cloudy,0,1,50
2025-03-19,14,Wednesday,Cloudy,0,1,54
2025-03-19,15,Wednesday,Cloudy,0,1,10
2025-03-19,16,Wednesday,Cloudy,0,1,4
2025-03-19,17,Wednesday,Cloudy,0,1,2
2025-03-19,18,Wednesday,Cloudy,0,1,79
2025-03-19,19,Wednesday,Cloudy,0,1,74
2025-03-19,20,Wednesday,Cloudy,0,1,82
2025-03-19,21,Wednesday,Cloudy,0,1,81
2025-03-19,22,Wednesday,Cloudy,0,1,12
2025-03-19,23,Wednesday,Cloudy,0,1,8
2025-03-20,0,Thursday,Cloudy,0,1,10
2025-03-20,1,Thursday,Cloudy,0,1,12
2025-03-20,2,Thursday,Cloudy,0,1,10
2025-03-20,3,Thursday,Cloudy,0,1,6
2025-03-20,4,Thursday,Cloudy,0,1,6
2025-03-20,5,Thursday,Cloudy,0,1,4
2025-03-20,6,Thursday,Cloudy,0,1,2
2025-03-20,7,Thursday,Cloudy,0,1,2
2025-03-20,8,Thursday,Cloudy,0,1,10
2025-03-20,9,Thursday,Cloudy,0,1,6
2025-03-20,10,Thursday,Cloudy,0,1,10
2025-03-20,11,Thursday,Cloudy,0,1,6
2025-03-20,12,Thursday,Cloudy,0,1,53
2025-03-20,13,Thursday,Cloudy,0,1,57
2025-03-20,14,Thursday,Cloudy,0,1,56
2025-03-20,15,Thursday,Cloudy,0,1,2
2025-03-20,16,Thursday,Cloudy,0,1,4
2025-03-20,17,Thursday,Cloudy,0,1,6
2025-03-20,18,Thursday,Cloudy,0,1,76
2025-03-20,19,Thursday,Cloudy,0,1,73
2025-03-20,20,Thursday,Cloudy,0,1,82
2025-03-20,21,Thursday,Cloudy,0,1,73
2025-03-20,22,Thursday,Cloudy,0,1,8
2025-03-20,23,Thursday,Cloudy,0,1,10
2025-03-21,0,Friday,Rain,0,0,3
2025-03-21,1,Friday,Rain,0,0,8
2025-03-21,2,Friday,Rain,0,0,8
2025-03-21,3,Friday,Rain,0,0,6
2025-03-21,4,Friday,Rain,0,0,8
2025-03-21,5,Friday,Rain,0,0,2
2025-03-21,6,Friday,Rain,0,0,8
2025-03-21,7,Friday,Rain,0,0,9
2025-03-21,8,Friday,Rain,0,0,2
2025-03-21,9,Friday,Rain,0,0,7
2025-03-21,10,Friday,Rain,0,0,4
2025-03-21,11,Friday,Rain,0,0,7
2025-03-21,12,Friday,Rain,0,0,33
2025-03-21,13,Friday,Rain,0,0,33
2025-03-21,14,Friday,Rain,0,0,27
2025-03-21,15,Friday,Rain,0,0,5
2025-03-21,16,Friday,Rain,0,0,2
2025-03-21,17,Friday,Rain,0,0,2
2025-03-21,18,Friday,Rain,0,0,48
2025-03-21,19,Friday,Rain,0,0,48
2025-03-21,20,Friday,Rain,0,0,47
2025-03-21,21,Friday,Rain,0,0,46
2025-03-21,22,Friday,Rain,0,0,9
2025-03-21,23,Friday,Rain,0,0,0
2025-03-22,0,Saturday,Rain,0,0,19
2025-03-22,1,Saturday,Rain,0,0,16
2025-03-22,2,Saturday,Rain,0,0,18
2025-03-22,3,Saturday,Rain,0,0,16
2025-03-22,4,Saturday,Rain,0,0,16
2025-03-22,5,Saturday,Rain,0,0,22
2025-03-22,6,Saturday,Rain,0,0,19
2025-03-22,7,Saturday,Rain,0,0,22
2025-03-22,8,Saturday,Rain,0,0,20
2025-03-22,9,Saturday,Rain,0,0,25
2025-03-22,10,Saturday,Rain,0,0,18
2025-03-22,11,Saturday,Rain,0,0,19
2025-03-22,12,Saturday,Rain,0,0,48
2025-03-22,13,Saturday,Rain,0,0,47
2025-03-22,14,Saturday,Rain,0,0,47
2025-03-22,15,Saturday,Rain,0,0,16
2025-03-22,16,Saturday,Rain,0,0,19
2025-03-22,17,Saturday,Rain,0,0,17
2025-03-22,18,Saturday,Rain,0,0,64
2025-03-22,19,Saturday,Rain,0,0,62
2025-03-22,20,Saturday,Rain,0,0,66
2025-03-22,21,Saturday,Rain,0,0,64
2025-03-22,22,Saturday,Rain,0,0,19
2025-03-22,23,Saturday,Rain,0,0,22
2025-03-23,0,Sunday,Sunny,1,1,48
2025-03-23,1,Sunday,Sunny,1,1,41
2025-03-23,2,Sunday,Sunny,1,1,40
2025-03-23,3,Sunday,Sunny,1,1,43
2025-03-23,4,Sunday,Sunny,1,1,38
2025-03-23,5,Sunday,Sunny,1,1,38
2025-03-23,6,Sunday,Sunny,1,1,43
2025-03-23,7,Sunday,Sunny,1,1,43
2025-03-23,8,Sunday,Sunny,1,1,43
2025-03-23,9,Sunday,Sunny,1,1,40
2025-03-23,10,Sunday,Sunny,1,1,43
2025-03-23,11,Sunday,Sunny,1,1,39
2025-03-23,12,Sunday,Sunny,1,1,101
2025-03-23,13,Sunday,Sunny,1,1,106
2025-03-23,14,Sunday,Sunny,1,1,106
2025-03-23,15,Sunday,Sunny,1,1,42
2025-03-23,16,Sunday,Sunny,1,1,40
2025-03-23,17,Sunday,Sunny,1,1,40
2025-03-23,18,Sunday,Sunny,1,1,138
2025-03-23,19,Sunday,Sunny,1,1,138
2025-03-23,20,Sunday,Sunny,1,1,138
2025-03-23,21,Sunday,Sunny,1,1,132
2025-03-23,22,Sunday,Sunny,1,1,40
2025-03-23,23,Sunday,Sunny,1,1,41
2025-03-24,0,Monday,Cloudy,0,0,1
2025-03-24,1,Monday,Cloudy,0,0,9
2025-03-24,2,Monday,Cloudy,0,0,6
2025-03-24,3,Monday,Cloudy,0,0,4
2025-03-24,4,Monday,Cloudy,0,0,6
2025-03-24,5,Monday,Cloudy,0,0,2
2025-03-24,6,Monday,Cloudy,0,0,9
2025-03-24,7,Monday,Cloudy,0,0,10
2025-03-24,8,Monday,Cloudy,0,0,5
2025-03-24,9,Monday,Cloudy,0,0,4
2025-03-24,10,Monday,Cloudy,0,0,0
2025-03-24,11,Monday,Cloudy,0,0,10
2025-03-24,12,Monday,Cloudy,0,0,38
2025-03-24,13,Monday,Cloudy,0,0,43
2025-03-24,14,Monday,Cloudy,0,0,41
2025-03-24,15,Monday,Cloudy,0,0,8
2025-03-24,16,Monday,Cloudy,0,0,0
2025-03-24,17,Monday,Cloudy,0,0,8
2025-03-24,18,Monday,Cloudy,0,0,55
2025-03-24,19,Monday,Cloudy,0,0,57
2025-03-24,20,Monday,Cloudy,0,0,56
2025-03-24,21,Monday,Cloudy,0,0,57
2025-03-24,22,Monday,Cloudy,0,0,10
2025-03-24,23,Monday,Cloudy,0,0,6
2025-03-25,0,Tuesday,Sunny,0,0,6
2025-03-25,1,Tuesday,Sunny,0,0,10
2025-03-25,2,Tuesday,Sunny,0,0,6
2025-03-25,3,Tuesday,Sunny,0,0,10
2025-03-25,4,Tuesday,Sunny,0,0,2
2025-03-25,5,Tuesday,Sunny,0,0,6
2025-03-25,6,Tuesday,Sunny,0,0,4
2025-03-25,7,Tuesday,Sunny,0,0,8
2025-03-25,8,Tuesday,Sunny,0,0,10
2025-03-25,9,Tuesday,Sunny,0,0,2
2025-03-25,10,Tuesday,Sunny,0,0,8
2025-03-25,11,Tuesday,Sunny,0,0,6
2025-03-25,12,Tuesday,Sunny,0,0,47
2025-03-25,13,Tuesday,Sunny,0,0,46
2025-03-25,14,Tuesday,Sunny,0,0,40
2025-03-25,15,Tuesday,Sunny,0,0,6
2025-03-25,16,Tuesday,Sunny,0,0,4
2025-03-25,17,Tuesday,Sunny,0,0,4
2025-03-25,18,Tuesday,Sunny,0,0,62
2025-03-25,19,Tuesday,Sunny,0,0,70
2025-03-25,20,Tuesday,Sunny,0,0,69
2025-03-25,21,Tuesday,Sunny,0,0,66
2025-03-25,22,Tuesday,Sunny,0,0,6
2025-03-25,23,Tuesday,Sunny,0,0,6
2025-03-26,0,Wednesday,Rain,1,0,5
2025-03-26,1,Wednesday,Rain,1,0,5
2025-03-26,2,Wednesday,Rain,1,0,2
2025-03-26,3,Wednesday,Rain,1,0,7
2025-03-26,4,Wednesday,Rain,1,0,8
2025-03-26,5,Wednesday,Rain,1,0,1
2025-03-26,6,Wednesday,Rain,1,0,1
2025-03-26,7,Wednesday,Rain,1,0,9
